,highway,side,between,time,period,start_loc,end_loc,start_lat,start_lon,end_lat,end_lon,avg_lat,avg_lon,geohash,time_1,time_2
97,Atlas Avenue,East,Gloucester Grove and a point 70 metres south of Eglinton Avenue West,"8:00 a.m. to 7:00 p.m., from the 1st day of each month to the 15th day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,Gloucester Grove , a point 70 metres south of Eglinton Avenue West,43.69665599999999,-79.437753,43.69824,-79.438374,43.69824,-79.438374,dpz8874,8:00 a.m. to 7:00 p.m., from the 1st day of each month to the 15th day of each month
98,Atlas Avenue,West,Gloucester Grove and a point 61 metres south of Eglinton Avenue West,"8:00 a.m. to 7:00 p.m., from the 16th day of each month to the last day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,Gloucester Grove , a point 61 metres south of Eglinton Avenue West,43.69665599999999,-79.437753,43.69824,-79.438374,43.69824,-79.438374,dpz8874,8:00 a.m. to 7:00 p.m., from the 16th day of each month to the last day of each month
99,Atlas Avenue,West,Gloucester Grove and a point 61 metres south of Eglinton Avenue West,"8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Gloucester Grove , a point 61 metres south of Eglinton Avenue West,43.69665599999999,-79.437753,43.69824,-79.438374,43.69824,-79.438374,dpz8874,8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year
100,Atlas Avenue,West,A point 61 metres south of Eglinton Avenue West and Eglinton Avenue West,"8:00 a.m. to 6:00 p.m., Mon. to Sat., except public holidays",2 hours,A point 61 metres south of Eglinton Avenue West , Eglinton Avenue West,43.69824,-79.438374,43.69824,-79.438374,43.69824,-79.438374,dpz8874,8:00 a.m. to 6:00 p.m., Mon. to Sat.
101,Atomic Avenue,East,The Queensway and North Queen Street,Anytime,1 hour,The Queensway , North Queen Street,43.617789000000016,-79.54086149999999,43.622028000000014,-79.5426885,43.622028000000014,-79.5426885,dpz2jvn,Anytime,
102,August Avenue,West,The south end of  August Avenue and Danforth Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,The south end of  August Avenue , Danforth Avenue,43.650126,-79.400493,43.69282200000001,-79.2811215,43.69282200000001,-79.2811215,dpz8efj,8:00 a.m. to 6:00 p.m., Mon. to Sat.
103,August Avenue,West,A point 50 metres north of Danforth Avenue and Denton Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 50 metres north of Danforth Avenue , Denton Avenue,43.69282200000001,-79.2811215,43.69440600000001,-79.2818595,43.69440600000001,-79.2818595,dpz8efk,8:00 a.m. to 6:00 p.m., Mon. to Sat.
104,Augusta Avenue,East,A point 134 metres north of Wolseley Street and a point 18 metres further north,"7:00 a.m. to 10:00 a.m., 3:00 p.m. to 6:00 p.m., Mon. to Fri.",10 mins.,A point 134 metres north of Wolseley Street , a point 18 metres further north,43.64886599999999,-79.4000025,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:00 a.m. to 10:00 a.m., 3:00 p.m. to 6:00 p.m.
106,Austin Crescent,South and west,Austin Terrace (north intersection) and the east end of Austin Crescent,"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Austin Terrace (north intersection) , the east end of Austin Crescent,43.678521,-79.415244,43.678521,-79.415244,43.678521,-79.415244,dpz82z7,10:00 a.m. to 6:00 p.m., Mon. to Fri.
107,Ava Road,North,A point 93.5 metres west of Bathurst Street and a point 63 metres west thereof,"8:30 a.m. to 9:15 a.m., 11:15 a.m. to 1:15 p.m., 3:15 p.m. to 3:45 p.m., Mon. to Fri.",15 mins.,A point 93.5 metres west of Bathurst Street , a point 63 metres west thereof,43.697934000000004,-79.424334,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:30 a.m. to 9:15 a.m., 11:15 a.m. to 1:15 p.m.
108,Avenal Drive,South,A point 170.4 metres west of Bathurst Street and a point 46.9 metres east thereof,"8:00 a.m. to 9:00 a.m., 2:30 p.m. to 4:00 p.m., Mon. to Fri.",15 mins.,A point 170.4 metres west of Bathurst Street , a point 46.9 metres east thereof,43.696098000000006,-79.4235915,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 9:00 a.m., 2:30 p.m. to 4:00 p.m.
111,Avonhurst Road,East,Dundas Street West and Burnhamthorpe Cres,8:00 a.m. to 5:00 p.m.,1 hour,Dundas Street West , Burnhamthorpe Cres,43.646085,-79.531164,43.64741699999999,-79.5334005,43.64741699999999,-79.5334005,dpz2q1v,8:00 a.m. to 5:00 p.m.,
114,Bainbridge Avenue,North,A point 223 metres west of Yeomans Road and a point 188 metres west thereof,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",30 mins.,A point 223 metres west of Yeomans Road , a point 188 metres west thereof,43.74990000000001,-79.441272,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 5:00 p.m., Mon. to Fri.
115,Baker Avenue,West,Lonsdale Road and Walmsley Boulevard,10:00 a.m. to 6:00 p.m.,1 hour,Lonsdale Road , Walmsley Boulevard,43.691805000000016,-79.39770299999999,43.692723000000015,-79.39799099999999,43.692723000000015,-79.39799099999999,dpz8960,10:00 a.m. to 6:00 p.m.,
116,Baldwin Street,North,Beverley Street and a point 60 metres west,"8:00 a.m. to 9:15 a.m., 2:30 p.m. to 3:30 p.m., Mon. to Fri.",10 mins.,Beverley Street , a point 60 metres west,43.655750999999995,-79.394652,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 9:15 a.m., 2:30 p.m. to 3:30 p.m.
117,Baldwin Street,North,Beverley Street and McCaul Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,Beverley Street , McCaul Street,43.655750999999995,-79.394652,43.65626399999999,-79.3922625,43.65626399999999,-79.3922625,dpz837k,9:00 a.m. to 4:00 p.m., Mon. to Fri.
118,Baldwin Street,North,Spadina Avenue and a point 60 metres west of Beverley Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,Spadina Avenue , a point 60 metres west of Beverley Street,43.655103,-79.3990125,43.655750999999995,-79.394652,43.655750999999995,-79.394652,dpz8376,9:00 a.m. to 4:00 p.m., Mon. to Fri.
119,Balford Avenue,East,Coventry Street and Danforth Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Coventry Street , Danforth Avenue,43.692723,-79.27631099999999,43.693749000000004,-79.2767385,43.693749000000004,-79.2767385,dpz8s40,8:00 a.m. to 6:00 p.m., Mon. to Sat.
120,Balfour Avenue,North,Barrington Avenue and Palmer Street,"10:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Barrington Avenue , Palmer Street,43.690248000000004,-79.301331,43.69062600000001,-79.2997335,43.69062600000001,-79.2997335,dpz8e3x,10:00 a.m. to 6:00 p.m., Mon. to Fri.
121,Balliol Street,North,Yonge Street and Mount Pleasant Road (west intersection),"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Yonge Street , Mount Pleasant Road (west intersection),43.697358000000015,-79.3964025,43.699365000000014,-79.3863225,43.699365000000014,-79.3863225,dpz89e0,8:00 a.m. to 6:00 p.m., Mon. to Fri.
123,Balmoral Avenue,South,Warren Road and a point 30 metres west of Avenue Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Warren Road , a point 30 metres west of Avenue Road,43.68375900000001,-79.405551,43.68431700000001,-79.40052449999999,43.68431700000001,-79.40052449999999,dpz890q,8:00 a.m. to 6:00 p.m., Mon. to Fri.
124,Bannockburn Avenue,South,Kelso Avenue and a point 152.5 metres west of Kelso Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Kelso Avenue , a point 152.5 metres west of Kelso Avenue,43.733772000000016,-79.4211705,43.733772000000016,-79.4211705,43.733772000000016,-79.4211705,dpz8b9r,8:00 a.m. to 6:00 p.m.,
125,Barrie Avenue,North,A point 102 metres west of Atlas Avenue and Atlas Avenue,"8:00 a.m. to 7:00 p.m., Mon. to Fri., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,A point 102 metres west of Atlas Avenue , Atlas Avenue,43.681374000000005,-79.4310255,43.681374000000005,-79.4310255,43.681374000000005,-79.4310255,dpz82xb,8:00 a.m. to 7:00 p.m., Mon. to Fri.
126,Barrie Avenue,North,A point 102 metres west of Atlas Avenue and Atlas Avenue,"8:00 a.m. to 7:00 p.m., Mon. to Fri., from the 16th day of each month to the last day of  each month, Apr. 1 to Nov. 30, inclusive",1 hour,A point 102 metres west of Atlas Avenue , Atlas Avenue,43.681374000000005,-79.4310255,43.681374000000005,-79.4310255,43.681374000000005,-79.4310255,dpz82xb,8:00 a.m. to 7:00 p.m., Mon. to Fri.
127,Barrie Avenue,South,A point 102 metres west of Atlas Avenue and Atlas Avenue,"8:00 a.m. to 7:00 p.m., Mon. to Fri., from the 1st day of each month to the 15th day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,A point 102 metres west of Atlas Avenue , Atlas Avenue,43.681374000000005,-79.4310255,43.681374000000005,-79.4310255,43.681374000000005,-79.4310255,dpz82xb,8:00 a.m. to 7:00 p.m., Mon. to Fri.
129,Barrington Avenue,West,Balfour Avenue and a point approximately 45.5 metres north,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Balfour Avenue , a point approximately 45.5 metres north,43.690248000000004,-79.301331,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m., Mon. to Fri.
130,Barton Avenue,North,A point 94.5 metres west of Pendrith Lane and a point 50.5 metres further west,"8:30 a.m. to 9:30 a.m., 11:30 a.m. to 1:30 p.m., 3:00 p.m. to 4:00 p.m., Mon. to Fri, except public holidays",10 mins.,A point 94.5 metres west of Pendrith Lane , a point 50.5 metres further west,43.665867000000006,-79.421994,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:30 a.m. to 9:30 a.m., 11:30 a.m. to 1:30 p.m.
131,Bartor Road,East,Huxley Road and Clayson Road,Anytime,2 hours,Huxley Road , Clayson Road,43.724187000000015,-79.52405399999999,43.72874999999999,-79.5252825,43.72874999999999,-79.5252825,dpz2y2e,Anytime,
132,Bathurst Street,West,A point 30.5 metres south of Robinson Street and Wolseley Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,A point 30.5 metres south of Robinson Street , Wolseley Street,43.64881199999999,-79.4046105,43.64804699999999,-79.40429999999999,43.64804699999999,-79.40429999999999,dpz831g,9:00 a.m. to 4:00 p.m., Mon. to Fri.
134,Bathurst Street,East,Bridgman Avenue and a point 30.5 metres north of London Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,Bridgman Avenue , a point 30.5 metres north of London Street,43.6743,-79.414812,43.666596,-79.4117835,43.666596,-79.4117835,dpz82vq,9:00 a.m. to 4:00 p.m., Mon. to Fri.
135,Bathurst Street,East,Dewbourne Avenue and Rosemary Lane,"9:00 a.m. to 3:30 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",2 hours,Dewbourne Avenue , Rosemary Lane,43.69899600000001,-79.4247705,43.70022900000001,-79.425252,43.70022900000001,-79.425252,dpz88ek,9:00 a.m. to 3:30 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
136,Bathurst Street,East,A point 30.5 metres south of Lennox Street and Wolseley Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,A point 30.5 metres south of Lennox Street , Wolseley Street,43.663824000000005,-79.410681,43.64804699999999,-79.40429999999999,43.64804699999999,-79.40429999999999,dpz831g,9:00 a.m. to 4:00 p.m., Mon. to Fri.
139,Bathurst Street,East,A point 150 metres south of Transwell Avenue and a point 99 metres south of Transwell Avenue,Anytime,2 hours,A point 150 metres south of Transwell Avenue , a point 99 metres south of Transwell Avenue,43.78020299999999,-79.444593,43.78020299999999,-79.444593,43.78020299999999,-79.444593,dpz901y,Anytime,
140,Bathurst Street,West,Front Street West and King Street West,"9:00 a.m. to 4:00 p.m., Mon. to Fri., except public holidays",1 hour,Front Street West , King Street West,43.64072999999999,-79.401402,43.64392500000001,-79.40266199999999,43.64392500000001,-79.40266199999999,dpz831h,9:00 a.m. to 4:00 p.m., Mon. to Fri.
141,Bathurst Street,Both,Follis Avenue and Dupont Street,"9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat., except public holidays",2 hours,Follis Avenue , Dupont Street,43.66959299999999,-79.412967,43.67313000000001,-79.41435299999999,43.67313000000001,-79.41435299999999,dpz82yk,9:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m.
142,Bathurst Street,East,Lake Shore Boulevard and a point 183 metres north,8:00 a.m. to 6:00 p.m.,1 hour,Lake Shore Boulevard , a point 183 metres north,43.636509000000004,-79.399584,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,8:00 a.m. to 6:00 p.m.,
143,Bathurst Street,West,London Street and Davenport Road,"9:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,London Street , Davenport Road,43.666596000000006,-79.4117835,43.67671200000001,-79.41574349999999,43.67671200000001,-79.41574349999999,dpz82z5,9:00 a.m. to 4:00 p.m., Mon. to Fri.
144,Bay Street,West,A point 53 metres south of Hagerman Street and a point 21.5 metres further south,"7:30 a.m. to 10:00 a.m., 4:00 p.m. to 6:00 p.m., Mon. to Fri.",15 mins.,A point 53 metres south of Hagerman Street , a point 21.5 metres further south,43.654221,-79.38315,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:30 a.m. to 10:00 a.m., 4:00 p.m. to 6:00 p.m.
145,Bay Street,West,A point 16 metres south of Hagerman Street and a point 12 metres further south,"7:30 a.m. to 10:00 a.m., 4:00 p.m. to 6:00 p.m., Mon. to Fri.",15 mins.,A point 16 metres south of Hagerman Street , a point 12 metres further south,43.654221,-79.38315,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,7:30 a.m. to 10:00 a.m., 4:00 p.m. to 6:00 p.m.
146,Bayham Street,North,Kelfield Street and the east limit of road,Anytime,1 hour,Kelfield Street , the east limit of road,43.686834980329756,-79.57614111504985,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,Anytime,
147,Bayview Avenue,East,Airdrie Road and McRae Drive,"9:00 a.m. to 4:00 p.m., Mon. to Fri.",1 hour,Airdrie Road , McRae Drive,43.699563000000005,-79.3728,43.70094,-79.373322,43.70094,-79.373322,dpz89gd,9:00 a.m. to 4:00 p.m., Mon. to Fri.
148,Bayview Avenue,West,Balliol Street and Soudan Avenue,9:00 a.m. to 4:00 p.m.,2 hours,Balliol Street , Soudan Avenue,43.702056,-79.37375399999999,43.70868899999999,-79.376301,43.70868899999999,-79.376301,dpz89sz,9:00 a.m. to 4:00 p.m.,
149,Bayview Avenue,West,Merton Street and Balliol Street,9:00 a.m. to 4:00 p.m.,1 hour,Merton Street , Balliol Street,43.700931,-79.37332649999999,43.702056,-79.37375399999999,43.702056,-79.37375399999999,dpz89g9,9:00 a.m. to 4:00 p.m.,
150,Bayview Avenue,East,St. Cuthberts Road and Parkhurst Boulevard,9:00 a.m. to 4:00 p.m.,2 hours,St. Cuthberts Road , Parkhurst Boulevard,43.702056,-79.37375399999999,43.708698,-79.376301,43.708698,-79.376301,dpz89sz,9:00 a.m. to 4:00 p.m.,
151,Bayview Avenue,West,Glazebrook Avenue and a point 27.7 metres south,"9:00 a.m. to 4:00 p.m., 6:00 p.m. of one day to 7:00 a.m. of the next following day, Mon. to Fri.; anytime, Sat. and Sun.",1 hour,Glazebrook Avenue , a point 27.7 metres south,43.713108000000005,-79.377453,43.648690000000045,-79.38543999999996,43.648690000000045,-79.38543999999996,dpz83d1,9:00 a.m. to 4:00 p.m., 6:00 p.m. of one day to 7:00 a.m. of the next following day
152,Beachdale Avenue,North,Victoria Park Avenue and Blantyre Avenue,Anytime,12 hours,Victoria Park Avenue , Blantyre Avenue,43.68229199999999,-79.284654,43.68284999999999,-79.28205750000001,43.68284999999999,-79.28205750000001,dpz8ebh,Anytime,
153,Beck Avenue,Both,Keystone Avenue and Oakcrest Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Keystone Avenue , Oakcrest Avenue,43.686072,-79.30741049999999,43.684515000000005,-79.30676249999999,43.684515000000005,-79.30676249999999,dpz8e2d,8:00 a.m. to 6:00 p.m.,
154,Bedford Park Avenue,South,A point 40 metres west of Avenue Road and a point 152.5 metres west of Avenue Road,8:00 a.m. to 6:00 p.m.,1 hour,A point 40 metres west of Avenue Road , a point 152.5 metres west of Avenue Road,43.724537999999995,-79.41653099999999,43.724537999999995,-79.41653099999999,43.724537999999995,-79.41653099999999,dpz88zf,8:00 a.m. to 6:00 p.m.,
157,Bedford Road,West,Davenport Road and Prince Arthur Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Davenport Road , Prince Arthur Avenue,43.674372000000005,-79.3998135,43.66923299999999,-79.397892,43.66923299999999,-79.397892,dpz83m8,8:00 a.m. to 6:00 p.m., Mon. to Fri.
158,Bedford Road,West,A point 44 metres north of Davenport Road and Dupont Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",2 hours,A point 44 metres north of Davenport Road , Dupont Street,43.674372000000005,-79.3998135,43.67636999999999,-79.40052,43.67636999999999,-79.40052,dpz83pn,8:00 a.m. to 6:00 p.m., Mon. to Fri.
159,Bedle Avenue,North and east,Don Mills Road and McNicoll Avenue,"8:00 a.m. to 11:00 a.m., Mon. to Fri., Sep. 1 to May 31",1 hour,Don Mills Road , McNicoll Avenue,43.797843,-79.35470099999999,43.799571,-79.3569555,43.799571,-79.3569555,dpz94jq,8:00 a.m. to 11:00 a.m., Mon. to Fri.
160,Bedle Avenue,South and west,Don Mills Road and McNicoll Avenue,"11:00 a.m. to 2:00 p.m., Mon. to Fri., Sep. 1 to May 31",1 hour,Don Mills Road , McNicoll Avenue,43.797843,-79.35470099999999,43.799571,-79.3569555,43.799571,-79.3569555,dpz94jq,11:00 a.m. to 2:00 p.m., Mon. to Fri.
161,Beecroft Road,Both,Park Home Avenue and The Northerly Limit Of R.P. M-407,"9:00 a.m. to 4:30 p.m., Mon. to Fri.",1 hour,Park Home Avenue , The Northerly Limit Of R.P. M-407,43.768502999999995,-79.416306,43.76916684954062,-79.41653872026112,43.76916684954062,-79.41653872026112,dpz8bzf,9:00 a.m. to 4:30 p.m., Mon. to Fri.
162,Belgravia Avenue,South,Locksley Avenue and Marlee Avenue,"8:00 a.m. to 7:00 p.m., from the 1st day of each month to the 15th day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,Locksley Avenue , Marlee Avenue,43.69781699999999,-79.447932,43.69955399999999,-79.440003,43.69955399999999,-79.440003,dpz8873,8:00 a.m. to 7:00 p.m., from the 1st day of each month to the 15th day of each month
163,Belgravia Avenue,North,Locksley Avenue and Marlee Avenue,"8:00 a.m. to 7:00 p.m., from the 16th day of each month to the last day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,Locksley Avenue , Marlee Avenue,43.69781699999999,-79.447932,43.69955399999999,-79.440003,43.69955399999999,-79.440003,dpz8873,8:00 a.m. to 7:00 p.m., from the 16th day of each month to the last day of each month
164,Belgravia Avenue,South,Locksley Avenue and Marlee Avenue,"8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Locksley Avenue , Marlee Avenue,43.69781699999999,-79.447932,43.69955399999999,-79.440003,43.69955399999999,-79.440003,dpz8873,8:00 a.m. to 7:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year
165,Belle Ayre Boulevard,East,Millwood Road and Davisville Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Millwood Road , Davisville Avenue,43.70239800000001,-79.38378900000001,43.70108400000001,-79.3832625,43.70108400000001,-79.3832625,dpz89ed,8:00 a.m. to 6:00 p.m.,
