,geohash,SearchingByHour
3373,dpz82d1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0909, 9: 0, 10: 0, 11: 0.2857, 12: 0, 13: 0.2, 14: 0, 15: 0.1667, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3374,dpz8265,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1667, 12: 0, 13: 0, 14: 0.5, 15: 0, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.3333, 22: 0.1667, 23: 0}"
3375,dpz824n,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1429, 9: 0, 10: 0.25, 11: 0.125, 12: 0, 13: 0.1154, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3376,dpz8261,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1429, 9: 0, 10: 0.0909, 11: 0, 12: 0.125, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.1667, 18: 0, 19: 0, 20: 0.5, 21: 0, 22: 0, 23: 0}"
3377,dpz826j,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0, 10: 0, 11: 0.0909, 12: 0.05, 13: 0, 14: 0, 15: 0.1667, 16: 0, 17: 0.25, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3378,dpz826p,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1, 10: 0.2, 11: 0, 12: 0, 13: 0.2, 14: 0, 15: 0, 16: 0.1875, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3379,dpz82d0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.5, 6: 0, 7: 0, 8: 0.1667, 9: 0, 10: 0, 11: 0, 12: 0.1, 13: 0, 14: 0, 15: 0, 16: 0.2, 17: 0, 18: 0, 19: 0.3333, 20: 0, 21: 0, 22: 0.5, 23: 0}"
3380,dpz82d5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2, 9: 0.125, 10: 0.3333, 11: 0, 12: 0.1111, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0.5, 20: 0.5, 21: 0.3333, 22: 0, 23: 0}"
3381,dpz2q60,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.125, 9: 0.0769, 10: 0.125, 11: 0.1111, 12: 0, 13: 0, 14: 0.1667, 15: 0.125, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3382,dpz864h,"{0: 0.1667, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0284, 8: 0.0139, 9: 0, 10: 0, 11: 0.0455, 12: 0, 13: 0.0714, 14: 0.0556, 15: 0, 16: 0, 17: 0, 18: 0.2, 19: 0, 20: 0.3333, 21: 0, 22: 0, 23: 0}"
3383,dpz826h,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.0385, 13: 0.1111, 14: 0, 15: 0, 16: 0.5, 17: 0, 18: 0.6667, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
3384,dpz2q6p,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.4, 9: 0.3333, 10: 0.3333, 11: 0.5, 12: 0.1667, 13: 0.1, 14: 0, 15: 0, 16: 0, 17: 0, 18: 1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3385,dpz2r65,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0909, 9: 0.1818, 10: 0.2, 11: 0, 12: 0.2, 13: 0.0625, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.5, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3386,dpz83fn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1, 8: 0, 9: 0.1667, 10: 0, 11: 0.0625, 12: 0.1, 13: 0, 14: 0.1538, 15: 0.2, 16: 0.25, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3387,dpz82f1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.3333, 13: 0.6667, 14: 0, 15: 0.6667, 16: 0, 17: 0, 18: 1, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
3388,dpz82dp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0769, 8: 0, 9: 0, 10: 0, 11: 0.125, 12: 0, 13: 0.1, 14: 0.375, 15: 0.0714, 16: 0.0667, 17: 0.1667, 18: 0, 19: 0.1111, 20: 0, 21: 0, 22: 0, 23: 0}"
3389,dpz8665,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0.5, 12: 0.5, 13: 0.2857, 14: 0.1875, 15: 0, 16: 1, 17: 0, 18: 0, 19: 0, 20: 1, 21: 0, 22: 0, 23: 0}"
3390,dpz82dj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.061, 9: 0.1429, 10: 0.0667, 11: 0, 12: 0.1667, 13: 0, 14: 0, 15: 0.1, 16: 0, 17: 0.1429, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3391,dpz8644,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1, 9: 0.1667, 10: 0.3636, 11: 0, 12: 0.125, 13: 0.1333, 14: 0.25, 15: 0.125, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0.2, 21: 0, 22: 0, 23: 0}"
3392,dpz83dn,"{0: 0.2, 1: 0, 2: 0.2, 3: 0, 4: 0, 5: 0, 6: 0.0435, 7: 0, 8: 0, 9: 0.0625, 10: 0.05, 11: 0.0769, 12: 0, 13: 0.1111, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0.125, 19: 0.1176, 20: 0, 21: 0, 22: 0, 23: 0}"
3393,dpz866p,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2857, 10: 0.5, 11: 0, 12: 0.75, 13: 0.4, 14: 0.5, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3394,dpz824j,"{0: 0, 1: 0, 2: 0.2, 3: 0, 4: 0.3333, 5: 0, 6: 0, 7: 0.5, 8: 0, 9: 0.1429, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.3333, 17: 0, 18: 0.3333, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0.25}"
3395,dpz82dh,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0833, 8: 0.2949, 9: 0, 10: 0, 11: 0.0909, 12: 0, 13: 0, 14: 0.1, 15: 0.0909, 16: 0.0769, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3396,dpz8645,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0625, 7: 0, 8: 0.1667, 9: 0.0588, 10: 0.2222, 11: 0.0625, 12: 0, 13: 0.2143, 14: 0.1333, 15: 0, 16: 0.25, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3397,dpz86d4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1667, 7: 0.1, 8: 0.1429, 9: 0.1, 10: 0.2593, 11: 0.2, 12: 0.0769, 13: 0, 14: 0.25, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 1}"
3398,dpz866h,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.5, 6: 1, 7: 0.1667, 8: 0.2, 9: 0.2222, 10: 0.1667, 11: 0.25, 12: 0.1818, 13: 0.0735, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3399,dpz82f0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0833, 8: 0, 9: 0.0556, 10: 0.1364, 11: 0.2, 12: 0.0556, 13: 0.2, 14: 0.1111, 15: 0.1429, 16: 0.1111, 17: 0, 18: 0.1, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3400,dpz2kd1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.025, 8: 0, 9: 0.0769, 10: 0.0667, 11: 0.1667, 12: 0.1912, 13: 0.0833, 14: 0.1154, 15: 0.0833, 16: 0, 17: 0.05, 18: 0, 19: 0, 20: 0, 21: 0.5, 22: 0, 23: 0}"
3401,dpz8365,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0714, 8: 0.1042, 9: 0.1129, 10: 0.0909, 11: 0.1, 12: 0, 13: 0, 14: 0.0556, 15: 0, 16: 0, 17: 0.2143, 18: 0.5, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3402,dpz2r61,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0909, 9: 0.15, 10: 0.125, 11: 0.2308, 12: 0.25, 13: 0.2727, 14: 0.3333, 15: 0.1429, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3403,dpz83dh,"{0: 0, 1: 0, 2: 0, 3: 0.1111, 4: 0.1429, 5: 0.0667, 6: 0.0417, 7: 0.087, 8: 0.0526, 9: 0.1053, 10: 0.0833, 11: 0.0588, 12: 0.0667, 13: 0, 14: 0.2, 15: 0, 16: 0, 17: 0, 18: 0.1429, 19: 0, 20: 0, 21: 0.3333, 22: 0, 23: 0}"
3404,dpz2q64,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0465, 7: 0, 8: 0.1111, 9: 0.1667, 10: 0.0667, 11: 0.1667, 12: 0.125, 13: 0.1373, 14: 0.2222, 15: 0.125, 16: 0.1667, 17: 0.3333, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3405,dpz83fp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.5, 5: 0, 6: 0.25, 7: 0.125, 8: 0, 9: 0.0833, 10: 0.075, 11: 0.1961, 12: 0.0385, 13: 0, 14: 0.0588, 15: 0.1765, 16: 0.1818, 17: 0, 18: 0, 19: 0.0625, 20: 0.0833, 21: 0, 22: 0, 23: 0.3333}"
3406,dpz836p,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.1, 8: 0.0735, 9: 0.0682, 10: 0, 11: 0.12, 12: 0.0179, 13: 0.0938, 14: 0.0952, 15: 0.0882, 16: 0, 17: 0.25, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0.2, 23: 0}"
3407,dpz83f5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.125, 7: 0.0909, 8: 0.0833, 9: 0.0405, 10: 0.0455, 11: 0, 12: 0.1304, 13: 0.3182, 14: 0.1, 15: 0.0714, 16: 0, 17: 0.3333, 18: 0.1111, 19: 0, 20: 0, 21: 0.2857, 22: 0.4, 23: 0}"
3408,dpz8361,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0667, 9: 0.1286, 10: 0.0676, 11: 0.037, 12: 0, 13: 0.1591, 14: 0.1176, 15: 0, 16: 0, 17: 0.1, 18: 0, 19: 0, 20: 0, 21: 0.3333, 22: 0.2, 23: 0}"
3409,dpz8640,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0714, 9: 0.125, 10: 0.0833, 11: 0.1579, 12: 0.2, 13: 0, 14: 0.2667, 15: 0.25, 16: 0.1667, 17: 0.1429, 18: 0.1667, 19: 0.2857, 20: 0.3333, 21: 0, 22: 0, 23: 0}"
3410,dpz83d4,"{0: 0.1429, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.0143, 6: 0.0313, 7: 0.0465, 8: 0.0167, 9: 0.0536, 10: 0.1316, 11: 0.0278, 12: 0.027, 13: 0.0441, 14: 0.0606, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0.2222, 20: 0, 21: 0, 22: 0, 23: 0.125}"
3411,dpz8641,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.3333, 8: 0.1667, 9: 0, 10: 0.1667, 11: 0.25, 12: 0.2727, 13: 0.1875, 14: 0, 15: 0.1667, 16: 0.3333, 17: 0.5556, 18: 0.5, 19: 0.25, 20: 0.3333, 21: 0.25, 22: 0, 23: 0}"
3412,dpz83fj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0714, 7: 0.1667, 8: 0, 9: 0.2273, 10: 0.2857, 11: 0.1818, 12: 0.1389, 13: 0.2273, 14: 0.2222, 15: 0.5, 16: 0.5, 17: 0, 18: 0, 19: 0.1667, 20: 0, 21: 0, 22: 0, 23: 0}"
3413,dpz83d1,"{0: 0, 1: 0, 2: 0, 3: 0.5, 4: 0, 5: 0.05, 6: 0, 7: 0.1381, 8: 0.0526, 9: 0.1087, 10: 0.0556, 11: 0.1667, 12: 0.1176, 13: 0.125, 14: 0.1333, 15: 0.1111, 16: 0.1667, 17: 0.2778, 18: 0, 19: 0, 20: 0, 21: 0.0909, 22: 0, 23: 0}"
3414,dpz8360,"{0: 0, 1: 0.3333, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0323, 7: 0.0909, 8: 0.0952, 9: 0.125, 10: 0.1053, 11: 0.0652, 12: 0.15, 13: 0.1667, 14: 0.1923, 15: 0.1667, 16: 0.1333, 17: 0.1538, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 1}"
3415,dpz82dn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0937, 9: 0, 10: 0, 11: 0, 12: 0.1591, 13: 0, 14: 0.1754, 15: 0, 16: 0.1765, 17: 0.1, 18: 0.1429, 19: 0.2857, 20: 0.4615, 21: 0.2857, 22: 0, 23: 0}"
3416,dpz2sup,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.0909, 6: 0, 7: 1, 8: 0, 9: 0.1111, 10: 0.1071, 11: 0, 12: 0.129, 13: 0.08, 14: 0.1098, 15: 0.0625, 16: 0, 17: 0.0789, 18: 0.0833, 19: 0.1064, 20: 0.1263, 21: 0.0263, 22: 0.2727, 23: 0.0517}"
3417,dpz2th4,"{0: 0, 1: 0.1567, 2: 0.3182, 3: 0.0417, 4: 0.1765, 5: 0.1645, 6: 0, 7: 0.0556, 8: 0, 9: 0, 10: 0, 11: 0.0227, 12: 0.0059, 13: 0.0174, 14: 0.0152, 15: 0.0546, 16: 0.0199, 17: 0.0093, 18: 0.0091, 19: 0.0397, 20: 0, 21: 0.0253, 22: 0.0268, 23: 0}"
3418,dpz2suj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.25, 8: 0.3333, 9: 0.1429, 10: 0.0833, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3419,dpz88sj,"{0: 0, 1: 0.1429, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2, 10: 0, 11: 0, 12: 0.125, 13: 0, 14: 0, 15: 0.1111, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3420,dpz2ss4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.375, 8: 0, 9: 0, 10: 0, 11: 0.2, 12: 0.2, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3421,dpz89sp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2857, 10: 0.4, 11: 0.2, 12: 0, 13: 0, 14: 0.5, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3422,dpz2xs5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0.1667, 9: 0.25, 10: 0.25, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.1111, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3423,dpz88up,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.05, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.0833, 13: 0.0833, 14: 0, 15: 0.2222, 16: 0.1667, 17: 0, 18: 0, 19: 0, 20: 0.1, 21: 0, 22: 0, 23: 0}"
3424,dpz89uj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.4, 8: 0.25, 9: 0.1667, 10: 0.5, 11: 0, 12: 0.1, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3425,dpz88k0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.037, 11: 0.0667, 12: 0.0476, 13: 0.0741, 14: 0.0152, 15: 0, 16: 0.0588, 17: 0.1667, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3426,dpz89kj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.5, 9: 0.1, 10: 0, 11: 0, 12: 0, 13: 0.5, 14: 0, 15: 0.2857, 16: 0, 17: 0.5, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3427,dpz89h4,"{0: 0, 1: 0.4, 2: 0.5, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0.1, 9: 0, 10: 0.1111, 11: 0, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3428,dpz8ss4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1429, 9: 0, 10: 0.2222, 11: 0, 12: 0, 13: 0.1818, 14: 0, 15: 0.1, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0.25, 22: 0, 23: 0}"
3429,dpz8shj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0.4, 11: 0.1429, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.4286, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3430,dpz88un,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.1667, 10: 0, 11: 0, 12: 0.2, 13: 0.25, 14: 0.0909, 15: 0, 16: 0.5, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3431,dpz8ds0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.0714, 11: 0, 12: 0.0556, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0.1429, 18: 0, 19: 0.1, 20: 0.0286, 21: 0.0426, 22: 0, 23: 0}"
3432,dpz8es1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0.125, 10: 0.1111, 11: 1, 12: 0.4, 13: 0, 14: 0, 15: 0.3333, 16: 0.3333, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3433,dpz89u1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.3333, 8: 0, 9: 0.0333, 10: 0.125, 11: 0.0667, 12: 0.125, 13: 0, 14: 0.125, 15: 0, 16: 0, 17: 0.25, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3434,dpz2sun,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.4, 7: 0.2, 8: 0, 9: 0.0109, 10: 0.025, 11: 0.0263, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0.0118, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3435,dpz89kn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0357, 9: 0.2, 10: 0, 11: 0.1111, 12: 0, 13: 0, 14: 0, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0.25, 20: 0.8, 21: 0, 22: 0, 23: 0}"
3436,dpz89h0,"{0: 0.3333, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.0263, 6: 0.0577, 7: 0.125, 8: 0.0833, 9: 0.1842, 10: 0.0455, 11: 0, 12: 0.0526, 13: 0.0556, 14: 0.0667, 15: 0, 16: 0, 17: 0, 18: 0.2, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3437,dpz88u4,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.25, 8: 0, 9: 0, 10: 0.0714, 11: 0, 12: 0.3333, 13: 0.4286, 14: 0.3333, 15: 0.5, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3438,dpz89hn,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0.1667, 8: 0.0625, 9: 0.0833, 10: 0.1, 11: 0.125, 12: 0.1111, 13: 0, 14: 0.1429, 15: 0.5, 16: 0, 17: 0.5, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3439,dpz89hp,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0.0093, 6: 0, 7: 0, 8: 0.069, 9: 0.037, 10: 0.3, 11: 0, 12: 0, 13: 0.0714, 14: 0, 15: 0.0833, 16: 0, 17: 0, 18: 0.125, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0.0625}"
3440,dpz88sh,"{0: 0.25, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0833, 8: 0.1, 9: 0.0909, 10: 0, 11: 0, 12: 0.0323, 13: 0, 14: 0, 15: 0, 16: 0.0323, 17: 0, 18: 0.2222, 19: 0, 20: 0, 21: 0.2, 22: 0, 23: 0}"
3441,dpz89u0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0667, 9: 0, 10: 0.0667, 11: 0.0769, 12: 0.0833, 13: 0.0833, 14: 0.0769, 15: 0.125, 16: 0.3333, 17: 0, 18: 0, 19: 1, 20: 0, 21: 0, 22: 0, 23: 0}"
3442,dpz89k0,"{0: 0, 1: 0, 2: 0, 3: 0.3333, 4: 0, 5: 0, 6: 0, 7: 0.0476, 8: 0.0909, 9: 0.0313, 10: 0, 11: 0.0357, 12: 0, 13: 0.0238, 14: 0, 15: 0, 16: 0, 17: 0.0769, 18: 0, 19: 0, 20: 0.1111, 21: 0, 22: 0.125, 23: 0}"
3443,dpz2wk1,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0.5, 6: 0, 7: 0, 8: 0.0938, 9: 0, 10: 0, 11: 0.0556, 12: 0.1429, 13: 0, 14: 0.0357, 15: 0, 16: 0.04, 17: 0, 18: 0, 19: 0.5, 20: 0, 21: 0, 22: 0, 23: 0.3333}"
3444,dpz89k1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1429, 7: 0.0556, 8: 0.125, 9: 0.0526, 10: 0.2, 11: 0.0714, 12: 0.0667, 13: 0.0625, 14: 0, 15: 0, 16: 0, 17: 0.1667, 18: 0, 19: 0.1667, 20: 0, 21: 0, 22: 0, 23: 0}"
3445,dpz88uj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1538, 9: 0.1026, 10: 0.0909, 11: 0.1538, 12: 0.25, 13: 0.1176, 14: 0.0714, 15: 0, 16: 0.2, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3446,dpz2tk0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1, 7: 0.3636, 8: 0, 9: 0.1429, 10: 0.2, 11: 0.25, 12: 0.4, 13: 0.1429, 14: 1, 15: 0, 16: 0, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
3447,dpz8sh5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.2, 10: 0, 11: 0.4, 12: 0.5, 13: 0, 14: 0.5, 15: 0, 16: 0.2, 17: 0.1429, 18: 0, 19: 0.5, 20: 0.25, 21: 0.0476, 22: 0.2, 23: 0.2}"
3448,dpz2tu0,"{0: 0, 1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0.2778, 8: 0, 9: 0.4, 10: 0.1429, 11: 0, 12: 1, 13: 0.1429, 14: 0.25, 15: 0.5, 16: 0, 17: 0, 18: 0, 19: 0.6667, 20: 0, 21: 0, 22: 0, 23: 0}"
3449,dpz8dkj,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.1429, 9: 0.0357, 10: 0.0769, 11: 0.2647, 12: 0.0263, 13: 0.0667, 14: 0.0909, 15: 0, 16: 0, 17: 0.3333, 18: 0.25, 19: 0, 20: 0.3333, 21: 0, 22: 0.4, 23: 0}"
3450,dpz8dk1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.3, 9: 0.375, 10: 0, 11: 0, 12: 0, 13: 0.3333, 14: 1, 15: 0.8333, 16: 1, 17: 0, 18: 0, 19: 0, 20: 0, 21: 0, 22: 0, 23: 0}"
